"child_id","timepoint","time_months","age_baseline","age_at_visit","iq","ses","intervention","post_intervention","working_memory_score","time_centered","time_scaled"
"95","5",12,10.4282547822222,11.4282547822222,113.537460674084,-1.00885886110328,"1",1,106.250426113893,3,4
"95","6",18,10.4282547822222,11.9282547822222,113.537460674084,-1.00885886110328,"1",1,105.535099601274,9,6
"96","1",0,9.96278894506395,9.96278894506395,69.0832957162572,0.441502555095545,"1",0,99.7509920895102,-9,0
"96","2",3,9.96278894506395,10.2127889450639,69.0832957162572,0.441502555095545,"1",1,123.912439700002,-6,1
"96","3",6,9.96278894506395,10.4627889450639,69.0832957162572,0.441502555095545,"1",1,125.154551193481,-3,2
"96","4",9,9.96278894506395,10.7127889450639,69.0832957162572,0.441502555095545,"1",1,124.136562493122,0,3
"96","5",12,9.96278894506395,10.9627889450639,69.0832957162572,0.441502555095545,"1",1,131.762990843888,3,4
"96","6",18,9.96278894506395,11.4627889450639,69.0832957162572,0.441502555095545,"1",1,129.219231814184,9,6
"97","1",0,10.5070784594864,10.5070784594864,128.686840300211,-0.545649191509705,"1",0,122.402591698304,-9,0
"97","2",3,10.5070784594864,10.7570784594864,128.686840300211,-0.545649191509705,"1",1,128.786279138935,-6,1
"97","3",6,10.5070784594864,11.0070784594864,128.686840300211,-0.545649191509705,"1",1,110.593585354968,-3,2
"97","4",9,10.5070784594864,11.2570784594864,128.686840300211,-0.545649191509705,"1",1,120.904993872139,0,3
"97","5",12,10.5070784594864,11.5070784594864,128.686840300211,-0.545649191509705,"1",1,126.848415667142,3,4
"97","6",18,10.5070784594864,12.0070784594864,128.686840300211,-0.545649191509705,"1",1,108.519881308734,9,6
"98","1",0,11.8949230015278,11.8949230015278,133.621338410324,-2.03599297085583,"1",0,124.170834194609,-9,0
"98","2",3,11.8949230015278,12.1449230015278,133.621338410324,-2.03599297085583,"1",1,121.457950911955,-6,1
"98","3",6,11.8949230015278,12.3949230015278,133.621338410324,-2.03599297085583,"1",1,119.888592014298,-3,2
"98","4",9,11.8949230015278,12.6449230015278,133.621338410324,-2.03599297085583,"1",1,114.906869014802,0,3
"98","5",12,11.8949230015278,12.8949230015278,133.621338410324,-2.03599297085583,"1",1,120.310692017633,3,4
"99","1",0,10.6312193796039,10.6312193796039,108.027491772756,0.137361787103895,"1",0,111.095773005636,-9,0
"99","2",3,10.6312193796039,10.8812193796039,108.027491772756,0.137361787103895,"1",1,120.76629483757,-6,1
"99","3",6,10.6312193796039,11.1312193796039,108.027491772756,0.137361787103895,"1",1,113.61098594561,-3,2
"99","4",9,10.6312193796039,11.3812193796039,108.027491772756,0.137361787103895,"1",1,105.912441189725,0,3
"99","5",12,10.6312193796039,11.6312193796039,108.027491772756,0.137361787103895,"1",1,109.588840847854,3,4
"99","6",18,10.6312193796039,12.1312193796039,108.027491772756,0.137361787103895,"1",1,127.765217284322,9,6
"100","1",0,9.28952785767615,9.28952785767615,99.9153465204678,-0.540542549739533,"0",0,99.5077539067269,-9,0
"101","1",0,9.58387302141637,9.58387302141637,90.558740579204,0.710795839459038,"1",0,92.7310551203736,-9,0
"101","2",3,9.58387302141637,9.83387302141637,90.558740579204,0.710795839459038,"1",1,116.521452837283,-6,1
"101","3",6,9.58387302141637,10.0838730214164,90.558740579204,0.710795839459038,"1",1,123.606902761196,-3,2
"101","4",9,9.58387302141637,10.3338730214164,90.558740579204,0.710795839459038,"1",1,114.422867261572,0,3
"101","5",12,9.58387302141637,10.5838730214164,90.558740579204,0.710795839459038,"1",1,121.019967480813,3,4
"101","6",18,9.58387302141637,11.0838730214164,90.558740579204,0.710795839459038,"1",1,105.499895775419,9,6
"102","1",0,9.20948109496385,9.20948109496385,122.791324018166,-0.43289519356181,"0",0,99.8716041624816,-9,0
"102","2",3,9.20948109496385,9.45948109496385,122.791324018166,-0.43289519356181,"0",0,97.4667901760521,-6,1
"102","3",6,9.20948109496385,9.70948109496385,122.791324018166,-0.43289519356181,"0",0,80.2015744845976,-3,2
"102","4",9,9.20948109496385,9.95948109496385,122.791324018166,-0.43289519356181,"0",0,93.0500180025403,0,3
"102","5",12,9.20948109496385,10.2094810949638,122.791324018166,-0.43289519356181,"0",0,87.0112269633522,3,4
"102","6",18,9.20948109496385,10.7094810949638,122.791324018166,-0.43289519356181,"0",0,77.1510401563649,9,6
"103","1",0,10.3379883393645,10.3379883393645,106.290684821273,-0.683376305691485,"1",0,99.886926813508,-9,0
"103","2",3,10.3379883393645,10.5879883393645,106.290684821273,-0.683376305691485,"1",1,109.408986431144,-6,1
"103","3",6,10.3379883393645,10.8379883393645,106.290684821273,-0.683376305691485,"1",1,115.481446416948,-3,2
"103","4",9,10.3379883393645,11.0879883393645,106.290684821273,-0.683376305691485,"1",1,113.452665928368,0,3
"103","5",12,10.3379883393645,11.3379883393645,106.290684821273,-0.683376305691485,"1",1,134.848950641618,3,4
"103","6",18,10.3379883393645,11.8379883393645,106.290684821273,-0.683376305691485,"1",1,125.566630360385,9,6
"104","1",0,8.58194067608565,8.58194067608565,96.5939662527265,1.48231059624201,"0",0,113.386643867649,-9,0
"104","2",3,8.58194067608565,8.83194067608565,96.5939662527265,1.48231059624201,"0",0,114.10927670544,-6,1
"104","3",6,8.58194067608565,9.08194067608565,96.5939662527265,1.48231059624201,"0",0,96.8627398554573,-3,2
"104","4",9,8.58194067608565,9.33194067608565,96.5939662527265,1.48231059624201,"0",0,107.72708730993,0,3
"104","5",12,8.58194067608565,9.58194067608565,96.5939662527265,1.48231059624201,"0",0,119.937784393477,3,4
"104","6",18,8.58194067608565,10.0819406760857,96.5939662527265,1.48231059624201,"0",0,110.168256727741,9,6
"105","1",0,11.4481400894001,11.4481400894001,96.6283314864376,-0.470312366412426,"1",0,94.0844749168432,-9,0
"105","2",3,11.4481400894001,11.6981400894001,96.6283314864376,-0.470312366412426,"1",1,96.5673978178814,-6,1
"106","1",0,11.847876788117,11.847876788117,94.1014987721322,-0.766539841642065,"0",0,76.9086487927457,-9,0
"106","2",3,11.847876788117,12.097876788117,94.1014987721322,-0.766539841642065,"0",0,95.6288837391345,-6,1
"106","3",6,11.847876788117,12.347876788117,94.1014987721322,-0.766539841642065,"0",0,99.0716553975282,-3,2
"106","4",9,11.847876788117,12.597876788117,94.1014987721322,-0.766539841642065,"0",0,96.9542772662866,0,3
"106","5",12,11.847876788117,12.847876788117,94.1014987721322,-0.766539841642065,"0",0,106.353913036258,3,4
"107","1",0,8.53020031750202,8.53020031750202,111.163311781567,-0.314021323980916,"0",0,110.75805696443,-9,0
"107","2",3,8.53020031750202,8.78020031750202,111.163311781567,-0.314021323980916,"0",0,104.893982596808,-6,1
"107","3",6,8.53020031750202,9.03020031750202,111.163311781567,-0.314021323980916,"0",0,90.2623074791297,-3,2
"107","4",9,8.53020031750202,9.28020031750202,111.163311781567,-0.314021323980916,"0",0,86.2398499140451,0,3
"107","5",12,8.53020031750202,9.53020031750202,111.163311781567,-0.314021323980916,"0",0,82.6110913420367,3,4
"107","6",18,8.53020031750202,10.030200317502,111.163311781567,-0.314021323980916,"0",0,91.6278071390265,9,6
"108","1",0,9.31212969124317,9.31212969124317,82.9637188006386,0.243609348995539,"1",0,97.4085567752777,-9,0
"108","2",3,9.31212969124317,9.56212969124317,82.9637188006386,0.243609348995539,"1",1,109.319167096181,-6,1
"108","3",6,9.31212969124317,9.81212969124317,82.9637188006386,0.243609348995539,"1",1,112.992900928551,-3,2
"108","4",9,9.31212969124317,10.0621296912432,82.9637188006386,0.243609348995539,"1",1,97.1721117271263,0,3
"108","5",12,9.31212969124317,10.3121296912432,82.9637188006386,0.243609348995539,"1",1,97.3548933414235,3,4
"108","6",18,9.31212969124317,10.8121296912432,82.9637188006386,0.243609348995539,"1",1,102.36299497257,9,6
"109","1",0,11.9416665397584,11.9416665397584,93.9304473993748,-0.145769224262472,"1",0,109.084522473355,-9,0
"109","2",3,11.9416665397584,12.1916665397584,93.9304473993748,-0.145769224262472,"1",1,106.08351798039,-6,1
"109","3",6,11.9416665397584,12.4416665397584,93.9304473993748,-0.145769224262472,"1",1,126.167143380062,-3,2
"109","4",9,11.9416665397584,12.6916665397584,93.9304473993748,-0.145769224262472,"1",1,123.274423982366,0,3
"109","5",12,11.9416665397584,12.9416665397584,93.9304473993748,-0.145769224262472,"1",1,106.738450391348,3,4
"109","6",18,11.9416665397584,13.4416665397584,93.9304473993748,-0.145769224262472,"1",1,129.250053754411,9,6
"110","1",0,8.79861822165549,8.79861822165549,106.265767796329,0.979284504440095,"1",0,101.487329570704,-9,0
"111","1",0,9.63719707354903,9.63719707354903,102.378200716875,0.0155626712640043,"0",0,109.39176628745,-9,0
"111","2",3,9.63719707354903,9.88719707354903,102.378200716875,0.0155626712640043,"0",0,105.882611613931,-6,1
"111","3",6,9.63719707354903,10.137197073549,102.378200716875,0.0155626712640043,"0",0,105.256832311316,-3,2
"111","4",9,9.63719707354903,10.387197073549,102.378200716875,0.0155626712640043,"0",0,101.604313869768,0,3
"111","5",12,9.63719707354903,10.637197073549,102.378200716875,0.0155626712640043,"0",0,104.664753295632,3,4
"111","6",18,9.63719707354903,11.137197073549,102.378200716875,0.0155626712640043,"0",0,103.813468447901,9,6
"112","1",0,11.3102921592072,11.3102921592072,112.748563715338,1.76379090266236,"1",0,87.6126206961521,-9,0
"113","1",0,10.503038614057,10.503038614057,104.659112827576,-0.145110360949431,"1",0,93.4131234495499,-9,0
"113","2",3,10.503038614057,10.753038614057,104.659112827576,-0.145110360949431,"1",1,102.196803867315,-6,1
"113","3",6,10.503038614057,11.003038614057,104.659112827576,-0.145110360949431,"1",1,107.511812670617,-3,2
"113","4",9,10.503038614057,11.253038614057,104.659112827576,-0.145110360949431,"1",1,98.1519854871542,0,3
"113","5",12,10.503038614057,11.503038614057,104.659112827576,-0.145110360949431,"1",1,119.783792314248,3,4
"113","6",18,10.503038614057,12.003038614057,104.659112827576,-0.145110360949431,"1",1,118.479419798727,9,6
"114","1",0,9.38587435334921,9.38587435334921,83.9858623023455,-1.39382030858485,"1",0,101.433069117864,-9,0
"114","2",3,9.38587435334921,9.63587435334921,83.9858623023455,-1.39382030858485,"1",1,106.54256750441,-6,1
"114","3",6,9.38587435334921,9.88587435334921,83.9858623023455,-1.39382030858485,"1",1,97.5579671808346,-3,2
"114","4",9,9.38587435334921,10.1358743533492,83.9858623023455,-1.39382030858485,"1",1,105.06040667851,0,3
"114","5",12,9.38587435334921,10.3858743533492,83.9858623023455,-1.39382030858485,"1",1,96.9078027589468,3,4
"114","6",18,9.38587435334921,10.8858743533492,83.9858623023455,-1.39382030858485,"1",1,96.6782175596418,9,6
"115","1",0,9.62696823570877,9.62696823570877,103.773329790674,0.369542235154893,"1",0,107.360240224395,-9,0
"115","2",3,9.62696823570877,9.87696823570877,103.773329790674,0.369542235154893,"1",1,111.209616505194,-6,1
"115","3",6,9.62696823570877,10.1269682357088,103.773329790674,0.369542235154893,"1",1,122.230280674566,-3,2
"115","4",9,9.62696823570877,10.3769682357088,103.773329790674,0.369542235154893,"1",1,111.12993921982,0,3
"115","5",12,9.62696823570877,10.6269682357088,103.773329790674,0.369542235154893,"1",1,105.84007279118,3,4
"115","6",18,9.62696823570877,11.1269682357088,103.773329790674,0.369542235154893,"1",1,106.256411682275,9,6
"116","1",0,8.55166008509696,8.55166008509696,100.231187150459,1.05492875309433,"1",0,106.568175583507,-9,0
"116","2",3,8.55166008509696,8.80166008509696,100.231187150459,1.05492875309433,"1",1,113.620589720012,-6,1
"116","3",6,8.55166008509696,9.05166008509696,100.231187150459,1.05492875309433,"1",1,125.460198514365,-3,2
"116","4",9,8.55166008509696,9.30166008509696,100.231187150459,1.05492875309433,"1",1,111.498287509997,0,3
"116","5",12,8.55166008509696,9.55166008509696,100.231187150459,1.05492875309433,"1",1,125.231053914521,3,4
"116","6",18,8.55166008509696,10.051660085097,100.231187150459,1.05492875309433,"1",1,108.405414028483,9,6
"117","1",0,9.94612099509686,9.94612099509686,136.133962667143,-2.59425017430808,"1",0,92.5070927973753,-9,0
"117","2",3,9.94612099509686,10.1961209950969,136.133962667143,-2.59425017430808,"1",1,103.711052340634,-6,1
"117","3",6,9.94612099509686,10.4461209950969,136.133962667143,-2.59425017430808,"1",1,108.121602092539,-3,2
"117","4",9,9.94612099509686,10.6961209950969,136.133962667143,-2.59425017430808,"1",1,105.324771179061,0,3
"117","5",12,9.94612099509686,10.9461209950969,136.133962667143,-2.59425017430808,"1",1,108.001060237678,3,4
"117","6",18,9.94612099509686,11.4461209950969,136.133962667143,-2.59425017430808,"1",1,101.807458623395,9,6
"118","1",0,9.08924371562898,9.08924371562898,123.398161317713,1.34658763862868,"0",0,93.0082354863642,-9,0
"119","1",0,11.3726045656949,11.3726045656949,92.4266796026094,-0.304922680917571,"1",0,98.4325489368045,-9,0
"119","2",3,11.3726045656949,11.6226045656949,92.4266796026094,-0.304922680917571,"1",1,115.252071049733,-6,1
"119","3",6,11.3726045656949,11.8726045656949,92.4266796026094,-0.304922680917571,"1",1,109.212022503196,-3,2
"119","4",9,11.3726045656949,12.1226045656949,92.4266796026094,-0.304922680917571,"1",1,110.644619358456,0,3
"119","5",12,11.3726045656949,12.3726045656949,92.4266796026094,-0.304922680917571,"1",1,103.733720323032,3,4
"119","6",18,11.3726045656949,12.8726045656949,92.4266796026094,-0.304922680917571,"1",1,105.943168933482,9,6
"120","1",0,10.0327456807718,10.0327456807718,99.8680390539167,0.177057815198865,"0",0,100.102870461852,-9,0
